Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
827549861038122,4 to 8 Years,MBA,$63K-$122K,Damascus,Syrian Arab Republic,34.8021,38.9968,Intern,50629,2021-12-14,Female,Meghan Stevens,+1-834-560-9853x747,Customer Support Specialist,Technical Support Specialist,The Muse,"Technical Support Specialists assist customers or end-users with technical issues related to products or services. They provide troubleshooting, resolve problems, and offer technical guidance through various communication channels, ensuring customer satisfaction.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Technical troubleshooting Customer support tools (e.g., Zendesk, Freshdesk) Communication skills Problem-solving and critical thinking Ticket management Knowledge base creation","Provide technical assistance to customers, troubleshoot issues, and resolve inquiries through various communication channels. Maintain accurate records of customer interactions and solutions. Collaborate with other support teams for complex issues.",Admiral Group,"{""Sector"":""Insurance"",""Industry"":""Insurance - Property/Casualty"",""City"":""Cardiff"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.admiralgroup.co.uk"",""Ticker"":""ADM.L"",""CEO"":""Milena Mondini""}"
1707660583989801,3 to 8 Years,MBA,$58K-$89K,Pretoria,South Africa,-30.5595,22.9375,Contract,122338,2022-09-14,Female,Matthew Thomas,501.657.7720x229,Civil Engineer,Transportation Engineer,USAJOBS,"A Transportation Engineer plans and designs transportation systems, including roads, highways, and public transit. They aim to improve transportation efficiency and safety.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Transportation engineering Traffic analysis and planning Civil engineering software (e.g., MicroStation, AutoCAD Civil 3D) Roadway design Public transportation knowledge","Plan and design transportation systems, including roads, bridges, and transit systems. Conduct traffic studies and environmental impact assessments. Manage transportation infrastructure projects.",Ford Motor,"{""Sector"":""Automotive"",""Industry"":""Motor Vehicles & Parts"",""City"":""Dearborn"",""State"":""Michigan"",""Zip"":""48126"",""Website"":""www.ford.com"",""Ticker"":""F"",""CEO"":""Jim Farley""}"
2685055813627857,5 to 13 Years,BA,$65K-$112K,Kingstown,St. Vincent and the Grenadines,12.9843,-61.2872,Full-Time,37989,2022-10-02,Female,Yolanda Griffith,001-868-387-5593x16218,Wedding Planner,Wedding Consultant,Jobs2Careers,"A Wedding Consultant assists couples in planning and coordinating their weddings, helping them with vendor selection, budget management, and ensuring a seamless wedding day experience.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Wedding planning Vendor coordination Event management,Offer expert advice and guidance to couples planning their weddings. Assist with wedding theme and design selection. Coordinate and negotiate with vendors.,Caesars Entertainment,"{""Sector"":""Entertainment"",""Industry"":""Hotels, Casinos, Resorts"",""City"":""Reno"",""State"":""Nevada"",""Zip"":""89501"",""Website"":""www.caesars.com"",""Ticker"":""CZR"",""CEO"":""Thomas R. Reeg""}"
56737632055665,3 to 14 Years,MCA,$56K-$129K,Bern,Switzerland,46.8182,8.2275,Part-Time,18150,2023-02-04,Female,Deborah Rodriguez,001-338-443-4734x701,Mechanical Designer,Product Designer,USAJOBS,"Design and develop innovative products, from concept to production, ensuring usability, functionality, and aesthetics.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Product design principles Prototyping and wireframing User research User testing UI/UX design 3D modeling (if applicable) Collaboration Problem-solving Creativity Attention to detail Communication skills Software proficiency (e.g., Sketch, Adobe XD)","Design and develop mechanical products, components, or systems. Create detailed engineering drawings and specifications. Collaborate with engineers and manufacturers.",Comcast,"{""Sector"":""Telecommunications"",""Industry"":""Telecommunications"",""City"":""Philadelphia"",""State"":""Pennsylvania"",""Zip"":""19103"",""Website"":""www.comcastcorporation.com"",""Ticker"":""CMCSA"",""CEO"":""Brian L. Roberts""}"
623110184882818,1 to 10 Years,MCA,$56K-$108K,Apia,Samoa,-13.759,-172.1046,Temporary,134099,2023-03-08,Male,Karen Mann,525-676-2242x0739,Project Coordinator,Administrative Coordinator,Glassdoor,"Administrative Coordinators support administrative tasks, including data entry, scheduling, and document management, to enhance organizational efficiency.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Office administration Communication skills Organizational skills Time management Microsoft Office proficiency,"Provide administrative support to project teams, including scheduling meetings, managing documents, and handling logistics. Prepare project reports and presentations. Track project budgets and expenses.",Rentokil Initial,"{""Sector"":""Business Services"",""Industry"":""Business Services - Pest Control"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.rentokil-initial.com"",""Ticker"":""RTO.L"",""CEO"":""Andy Ransom""}"
1308392454775225,2 to 9 Years,M.Tech,$65K-$86K,Ouagadougou,Burkina Faso,12.2383,-1.5616,Part-Time,132231,2023-02-11,Both,Carolyn Hernandez,487.735.2358x179,Urban Planner,Transportation Planner,Jobs2Careers,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Transportation planning Traffic engineering GIS proficiency Public transportation Project management,Specialize in transportation infrastructure and traffic management. Design efficient transportation networks. Address traffic congestion and improve public transit systems.,Fresenius Medical Care AG & Co. KGaA,"{""Sector"":""Healthcare"",""Industry"":""Healthcare"",""City"":""Bad Homburg vor der H he"",""State"":""Hesse"",""Zip"":""61352"",""Website"":""https://www.freseniusmedicalcare.com/en/home"",""Ticker"":""FMS.DE"",""CEO"":""Rice Powell""}"
33403276791280,5 to 13 Years,BA,$65K-$115K,Dublin,Ireland,53.1424,-7.6921,Contract,100427,2023-05-22,Male,Karen Johnston,(865)222-5910,Brand Manager,Brand Strategist,Internships.com,A Brand Strategist develops strategies to build and strengthen a companys brand identity. They research market trends and consumer preferences to guide branding decisions.,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Brand strategy development Market research and analysis Competitive analysis Brand positioning and messaging Creative direction and collaboration,"Develop brand strategies, positioning, and messaging to drive brand awareness and loyalty. Conduct market research and competitor analysis. Collaborate with creative teams on branding materials.",Playtech,"{""Sector"":""Gambling and Gaming"",""Industry"":""Gambling/Gaming"",""City"":""Douglas"",""State"":""Isle of Man"",""Zip"":""IM3 1DZ"",""Website"":""https://www.playtech.com/"",""Ticker"":""PTEC"",""CEO"":""Mor Weizer""}"
789654937298949,1 to 14 Years,MCA,$57K-$110K,Yaren District (de facto),Nauru,-0.5228,166.9315,Intern,31110,2023-03-11,Male,Levi Peterson,+1-279-448-3728,Product Manager,Agile Product Owner,Dice,"Agile Product Owners work closely with development teams in Agile environments. They define and prioritize product backlog items, communicate the product vision, and ensure that the product increments delivered align with customer needs and project objectives.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Agile product development Scrum or Kanban frameworks Backlog management User story writing Prioritization techniques Collaboration with development teams Product vision and strategy,"Act as the product owner in agile development, making critical decisions and ensuring product goals are met. Maintain and prioritize the product backlog. Communicate with stakeholders and development teams.",CNOOC (China National Offshore Oil Corporation),"{""Sector"":""Oil and Gas"",""Industry"":""Energy - Oil & Gas Exploration & Production"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.cnooc.com.cn/"",""Ticker"":""0883.HK"",""CEO"":""Wang Dongjin""}"
792831708963790,4 to 9 Years,B.Tech,$55K-$91K,Accra,Ghana,7.9465,-1.0232,Temporary,53291,2021-10-19,Male,Leonard Fernandez,303.636.3257x69585,Email Marketing Specialist,Marketing Automation Specialist,Idealist,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","Marketing automation platforms (e.g., Marketo, Pardot) Lead nurturing Workflow automation CRM integration Analytics and reporting Email marketing Campaign optimization Marketing strategy Communication skills Problem-solving Attention to detail",Set up and manage marketing automation platforms. Create workflows and lead nurturing programs. Monitor and report on marketing automation performance.,Icahn Enterprises,"{""Sector"":""Diversified"",""Industry"":""Diversified Financials"",""City"":""Sunny Isles Beach"",""State"":""Florida"",""Zip"":""33160"",""Website"":""www.ielp.com"",""Ticker"":""IEP"",""CEO"":""David Willetts""}"
1663851993764105,2 to 11 Years,BCA,$60K-$94K,Kuala Lumpur,Malaysia,4.2105,101.9758,Part-Time,25698,2023-03-01,Both,Luke Harmon,(687)227-7396x871,Software Engineer,DevOps Engineer,Internships.com,"DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD).","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills","Configure and maintain continuous integration and deployment (CI/CD) pipelines, ensuring efficient software delivery. Automate and streamline development and deployment processes. Monitor and troubleshoot system issues.",Entergy,"{""Sector"":""Energy"",""Industry"":""Utilities: Gas and Electric"",""City"":""New Orleans"",""State"":""Louisiana"",""Zip"":""70113"",""Website"":""www.entergy.com"",""Ticker"":""ETR"",""CEO"":""Andrew S. Marsh""}"
2520171503110953,0 to 13 Years,BA,$59K-$109K,Vaduz,Liechtenstein,47.166,9.5554,Temporary,115452,2023-09-15,Both,Deborah Murphy,+1-608-533-8818x4591,Digital Marketing Specialist,SEO Specialist,Jobs2Careers,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy","Optimize websites for search engines (SEO), conduct keyword research, and improve online visibility and search rankings. Monitor and analyze SEO performance metrics. Implement SEO best practices and strategies.",Metro Bank,"{""Sector"":""Banking"",""Industry"":""Banking"",""City"":""London"",""State"":""England"",""Zip"":""EC2V 5JJ"",""Website"":""https://www.metrobankonline.co.uk/"",""Ticker"":""MTRO"",""CEO"":""Daniel Frumkin""}"
279822989905240,4 to 13 Years,MBA,$64K-$129K,Bern,Switzerland,46.8182,8.2275,Intern,119048,2022-02-18,Male,Jennifer Day,872.334.1286,Key Account Manager,Strategic Account Manager,Glassdoor,"Strategic Account Managers nurture relationships with key clients. They develop account strategies, address client needs, and seek opportunities for business growth and expansion.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Account management Client relationship Sales strategy Business development Negotiation skills,"Focus on strategic planning for key accounts, identifying long-term goals and growth opportunities. Collaborate with cross-functional teams to meet client needs. Monitor account performance and profitability.",American Tower,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Boston"",""State"":""Massachusetts"",""Zip"":""2116"",""Website"":""www.americantower.com"",""Ticker"":""AMT"",""CEO"":""Thomas A. Bartlett""}"
2546854660669281,4 to 14 Years,BA,$63K-$100K,Riyadh,Saudi Arabia,23.8859,45.0792,Full-Time,72363,2022-04-26,Female,Katherine Werner,(631)574-5827x6402,Operations Manager,Supply Chain Manager,LinkedIn,"Supply Chain Managers manage the end-to-end supply chain process, from procurement to distribution. They optimize logistics, reduce costs, and ensure the efficient flow of products or services to meet customer demand.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Supply chain logistics and management Inventory control and procurement Supplier relationship management Data analysis and forecasting Risk assessment and mitigation,"Manage the supply chain process, including procurement, inventory management, and logistics. Optimize supply chain operations for cost-effectiveness and timely delivery. Monitor supplier performance and relationships.",NGL Energy Partners,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Tulsa"",""State"":""Oklahoma"",""Zip"":""74136"",""Website"":""www.nglenergypartners.com"",""Ticker"":""NGL"",""CEO"":""Michael Krimbill""}"
3047027261946770,1 to 9 Years,B.Com,$56K-$97K,Asmara,Eritrea,15.1794,39.7823,Part-Time,125996,2022-01-20,Female,Aaron Martinez,001-732-382-3338x561,Business Development Manager,Sales Manager,Idealist,"A Sales Manager leads and guides the sales team, sets sales targets, develops sales strategies, and monitors performance to achieve revenue and growth objectives.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Sales management Sales strategy development Team leadership,"Lead and manage a sales team, set sales goals, and develop sales strategies. Identify new business opportunities and target markets. Build and maintain client relationships.","The Vanguard Group, Inc.","{""Sector"":""Financial Services/Investment Management"",""Industry"":""Financial Services"",""City"":""Malvern"",""State"":""PA"",""Zip"":""19355"",""Website"":""https://www.vanguard.com/"",""Ticker"":""N/A"",""CEO"":""Mortimer J. Buckley""}"
3037329155390861,2 to 13 Years,BBA,$56K-$102K,Asmara,Eritrea,15.1794,39.7823,Temporary,113446,2022-09-13,Male,Matthew Wood,420-574-9781x3570,Database Administrator,Database Analyst,Snagajob,"A Database Analyst examines and interprets data stored in databases. They generate reports, identify trends, and provide insights to support business decision-making.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Data analysis Database querying and reporting Data visualization SQL proficiency Data quality assurance,"Analyze and interpret database performance data, identifying areas for improvement. Troubleshoot database issues and optimize query performance. Generate reports and insights from database data.",Continental AG,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Hanover"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.continental-corporation.com"",""Ticker"":""CON"",""CEO"":""Nikolai Setzer""}"
1423873509660028,3 to 10 Years,M.Com,$60K-$127K,Oslo,Norway,60.472,8.4689,Intern,120342,2022-08-19,Male,Jaime Rodriguez,+1-627-354-0146x45353,Nurse Manager,Nursing Director,LinkedIn,"Nursing Directors oversee nursing departments in healthcare facilities. They manage nursing staff, develop policies and procedures, and ensure the delivery of high-quality patient care while adhering to regulatory standards.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Nursing management Patient care coordination Staff supervision Compliance with healthcare regulations Quality improvement Leadership skills,Oversee nursing staff and operations in healthcare settings. Develop nursing policies and procedures. Ensure compliance with healthcare regulations.,Insight Enterprises,"{""Sector"":""IT Services"",""Industry"":""Information Technology Services"",""City"":""Chandler"",""State"":""Arizona"",""Zip"":""85286"",""Website"":""www.insight.com"",""Ticker"":""NSIT"",""CEO"":""Joyce Mullen""}"
98450623728347,5 to 14 Years,PhD,$61K-$121K,Apia,Samoa,-13.759,-172.1046,Temporary,68655,2021-11-28,Both,Joseph Snyder,525-512-4986,Legal Assistant,Legal Secretary,Dice,"Provide administrative support to legal professionals, manage schedules, draft documents, and handle correspondence.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Legal administrative tasks Document management Calendar and docketing Transcription File organization Communication with clients and courts Knowledge of legal terminology Attention to detail Multitasking Computer skills (e.g., MS Office)","Provide administrative support to legal professionals, including scheduling appointments and managing calendars. Prepare legal correspondence and forms. Maintain legal databases and records.",HCA Healthcare,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Nashville"",""State"":""Tennessee"",""Zip"":""37203"",""Website"":""www.hcahealthcare.com"",""Ticker"":""HCA"",""CEO"":""Samuel N. Hazen""}"
1953112600740290,5 to 11 Years,MBA,$55K-$102K,"Malabo (de jure),",Equatorial Guinea,1.6508,10.2679,Full-Time,105547,2022-06-16,Female,Diamond Lewis,760-218-4027x76814,HR Manager,Employee Development Manager,Jobs2Careers,"An Employee Development Manager focuses on employee growth and skill development, designing and implementing training programs to enhance employee capabilities and performance.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Training and development Performance management Learning programs Employee engagement Coaching and mentoring,"Focus on employee training, development, and career advancement. Create training programs and succession plans. Foster a culture of continuous learning.",Hindustan Zinc,"{""Sector"":""Mining"",""Industry"":""Mining"",""City"":""Udaipur"",""State"":""RJ"",""Zip"":""313003"",""Website"":""www.hzlindia.com"",""Ticker"":""HINDZINC"",""CEO"":""Arun Misra""}"
691845466760047,1 to 15 Years,BBA,$64K-$92K,Guatemala City,Guatemala,15.7835,-90.2308,Temporary,32249,2021-11-20,Both,Chelsey Simmons,207.266.7539,Tax Consultant,Business Tax Consultant,SimplyHired,"A Business Tax Consultant specializes in tax planning and compliance for businesses. They assist with tax strategy, filings, and help organizations minimize tax liabilities.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Business tax law knowledge Corporate tax planning Tax compliance for businesses Tax credits and incentives Tax strategy development Financial analysis IRS regulations Client relationship management Communication skills Tax software proficiency,"Advise businesses on tax strategies, deductions, and compliance. Prepare corporate tax returns and financial statements. Assist with tax audits and negotiations with tax authorities.",Macy's,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""New York"",""State"":""New York"",""Zip"":""10001"",""Website"":""www.macysinc.com"",""Ticker"":""M"",""CEO"":""Jeffrey Gennette""}"
1216192111988544,4 to 13 Years,M.Tech,$63K-$98K,Douglas,Isle of Man,54.2361,-4.5481,Part-Time,83442,2022-07-01,Male,Thomas Avery,317-655-0480x55654,Legal Counsel,Intellectual Property Lawyer,Jobs2Careers,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Intellectual property law Trademark and patent law Copyright law IP portfolio management Litigation and dispute resolution,"Protect and manage intellectual property rights, trademarks, patents, and copyrights. Conduct IP due diligence and trademark searches. Handle IP disputes and enforcement.",The Hershey Company,"{""Sector"":""Food and Beverage/Confectionery"",""Industry"":""Food Manufacturing"",""City"":""Hershey"",""State"":""PA"",""Zip"":""17033"",""Website"":""https://www.thehersheycompany.com/"",""Ticker"":""HSY"",""CEO"":""Michele Buck""}"
531296830047637,4 to 13 Years,BCA,$61K-$126K,Copenhagen,Denmark,56.2639,9.5018,Temporary,21409,2023-06-13,Male,Michael Murphy,6499788271,Nurse Manager,Nurse Educator,USAJOBS,"Nurse Educators are responsible for teaching and mentoring nursing students and healthcare professionals. They develop and deliver educational programs, assess learning outcomes, and ensure the competence of nursing staff.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Nursing education Curriculum development Clinical instruction Assessment and evaluation Educational technology Communication skills,"Educate and train nursing staff on best practices, new procedures, and medical technologies. Develop and deliver nursing education programs and curricula. Assess and evaluate nursing competencies.",China Construction Bank,"{""Sector"":""Banking"",""Industry"":""Banking & Financial Services"",""City"":""Beijing"",""State"":""Beijing"",""Zip"":""100033"",""Website"":""http://www.ccb.com/en/home/indexv3.html"",""Ticker"":""601939.SS"",""CEO"":""Chen Siqing""}"
2884105352090964,2 to 11 Years,BBA,$65K-$107K,San Marino,San Marino,43.9424,12.4578,Full-Time,118082,2022-05-19,Female,Allen Bailey,650.962.2971x5757,Front-End Engineer,JavaScript Developer,Dice,"JavaScript Developers write code to create interactive and dynamic web applications. They use JavaScript libraries and frameworks to build client-side functionality, ensuring smooth user interactions and responsive web design.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting","Develop interactive web applications using JavaScript frameworks and libraries, such as React or Angular. Debug and resolve frontend issues. Ensure cross-browser compatibility.",Wayfair,"{""Sector"":""Retail"",""Industry"":""Internet Services and Retailing"",""City"":""Boston"",""State"":""Massachusetts"",""Zip"":""2116"",""Website"":""www.wayfair.com"",""Ticker"":""W"",""CEO"":""Niraj S. Shah""}"
2468022672236505,3 to 11 Years,B.Com,$56K-$98K,Mogadishu,Somalia,5.1521,46.1996,Intern,92350,2022-03-06,Male,Kristin Oliver,(771)562-9750x83999,Social Media Manager,Social Media Analyst,Idealist,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes.,PulteGroup,"{""Sector"":""Real Estate"",""Industry"":""Homebuilders"",""City"":""Atlanta"",""State"":""Georgia"",""Zip"":""30326"",""Website"":""www.pultegroupinc.com"",""Ticker"":""PHM"",""CEO"":""Ryan R. Marshall""}"
507623871035862,1 to 15 Years,M.Tech,$65K-$111K,Kuwait City,Kuwait,29.3117,47.4818,Full-Time,94499,2023-02-08,Male,Eric Nguyen,201-992-3896x63209,Investment Banker,Financial Analyst,Stack Overflow Jobs,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Financial analysis Data analysis Financial modeling,"Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Create financial models and projections. Collaborate with clients on investment strategies.",General Motors,"{""Sector"":""Automotive"",""Industry"":""Motor Vehicles & Parts"",""City"":""Detroit"",""State"":""Michigan"",""Zip"":""48265"",""Website"":""www.gm.com"",""Ticker"":""GM"",""CEO"":""Mary T. Barra""}"
1204434570925010,3 to 9 Years,B.Tech,$56K-$116K,Moscow,Russia,61.524,105.3188,Contract,113029,2021-11-13,Male,Suzanne Rhodes,834-692-5090,UX Researcher,Usability Analyst,SimplyHired,Evaluate and improve the usability of websites and applications through user testing and analysis.,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Usability evaluation User interface assessment Usability testing tools and techniques,Focus on usability testing of digital products and websites. Create test plans and scenarios. Gather and analyze usability data to identify areas for improvement.,Altice USA,"{""Sector"":""Telecom & Cable"",""Industry"":""Telecommunications"",""City"":""Long Island City"",""State"":""New York"",""Zip"":""11101"",""Website"":""www.alticeusa.com"",""Ticker"":""ATUS"",""CEO"":""Dennis Mathew""}"
1830704268798376,2 to 10 Years,B.Tech,$55K-$123K,Mbabane,Eswatini,26.5225,31.4659,Temporary,125085,2022-09-10,Female,Robert Ray,+1-892-789-2770x5164,Psychologist,Research Psychologist,Snagajob,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Research methodology Data analysis Psychological studies Writing research reports Critical thinking,"Conduct psychological research, design experiments, and analyze data. Publish research findings in academic journals. Contribute to the advancement of psychological knowledge.",Erie Insurance Group,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Mutual)"",""City"":""Erie"",""State"":""Pennsylvania"",""Zip"":""16530"",""Website"":""www.erieinsurance.com"",""Ticker"":"""",""CEO"":""Timothy G. Necastro""}"
1539166792045842,1 to 11 Years,M.Com,$61K-$128K,Jakarta,Indonesia,-0.7893,113.9213,Intern,23043,2023-09-11,Male,Kayla Hurst,(248)434-8126,Software Engineer,Backend Developer,The Muse,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.",Eversource Energy,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Springfield"",""State"":""Massachusetts"",""Zip"":""1104"",""Website"":""www.eversource.com"",""Ticker"":""ES"",""CEO"":""Joseph R. Nolan""}"
2034653879160213,0 to 9 Years,BBA,$61K-$118K,Chisinau,Moldova,47.4116,28.3699,Part-Time,116486,2022-11-06,Female,Rita Lewis,001-359-665-2929x223,Database Administrator,Database Security Specialist,Stack Overflow Jobs,A Database Security Specialist focuses on protecting databases from unauthorized access and data breaches. They implement security measures and ensure compliance with regulations.,"{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Database security measures Data encryption and access control Security compliance Vulnerability assessment Database auditing and monitoring,Implement and maintain security measures to protect databases from unauthorized access and cyber threats. Monitor and audit database activity. Ensure compliance with data protection regulations.,AstraZeneca,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Cambridge, UK"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.astrazeneca.com"",""Ticker"":""AZN"",""CEO"":""Pascal Soriot""}"
2138700075547422,1 to 13 Years,MBA,$62K-$118K,Stockholm,Sweden,60.1282,18.6435,Temporary,29056,2023-06-30,Male,Jeremiah Powell,613-776-9672x844,Marketing Analyst,Digital Marketing Analyst,Idealist,"Analyze digital marketing campaigns, track performance metrics, and optimize online marketing strategies.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Digital marketing strategies Analytics and reporting SEO and SEM Social media marketing Email marketing Data interpretation Marketing automation tools A/B testing Communication skills Problem-solving Attention to detail Marketing knowledge,"Focus on digital marketing data analysis, including website traffic, SEO, and social media metrics. Optimize digital marketing campaigns based on data-driven insights. Report on digital marketing performance.",Philip Morris International,"{""Sector"":""Tobacco"",""Industry"":""Tobacco"",""City"":""Stamford"",""State"":""Connecticut"",""Zip"":""6901"",""Website"":""www.pmi.com"",""Ticker"":""PM"",""CEO"":""Jacek Olczak""}"
2510063406569278,4 to 14 Years,B.Tech,$62K-$127K,Conakry,Guinea,9.9456,-9.6966,Intern,18803,2022-07-19,Both,Paige Montoya,546-703-1782x59404,Software Engineer,Frontend Developer,FlexJobs,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization","Design and implement user interfaces for web applications using HTML, CSS, and JavaScript. Collaborate with UX designers to ensure a user-friendly experience. Optimize applications for speed and responsiveness.",Torrent Pharmaceuticals,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Ahmedabad"",""State"":""GJ"",""Zip"":""380 009"",""Website"":""www.torrentpharma.com"",""Ticker"":""TORNTPHARM"",""CEO"":""Samir Mehta""}"
